Poblacion,Estado,Tipo,Concesionario,Distintivo,Banda,Frecuencia,Potencia W,Inicio,Fin,Latitud,Longitud,Altura,
AGUASCALIENTES,AGS.,(C)**,"MANUEL GUADALUPE, J. JESÚS, MARÍA CRISTINA, MARÍA TERESA, JOSÉ ABRAHAM Y ALFONSO RAMÍREZ DE LA TORRE",XHAC,FM,106.9,25000,04/07/04,03/07/16,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)**,"RADIO AGS, S.A. DE C.V.",XHAGA,FM,95.7,25000,29/10/08,28/10/20,215251,1021746,1885,
AGUASCALIENTES ,AGS.,(C),"RADIO EXCEDRA, S.A. DE C.V.",XHAGC,FM,97.3,50000,08/09/01,R,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C),IRMA GRACIELA PEÑA TORRES,XHAGT,FM,93.7,56700,30/10/07,29/10/19,215251,1021746,1885,
AGUASCALIENTES,AGS.,(P),ARNOLDO RODRÍGUEZ ZERMEÑO,XHARZ,FM,100.1,15000,31/08/11,30/08/23,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)**,"RADIO CENTRAL, S.A. DE C.V.",XHBI,FM,88.7,25000,04/07/04,03/07/16,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)**,"RADIO CALVILLO, S.A. DE C.V.",XHCAA,FM,100.9,25000,22/11/13,21/11/25,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)*,"RADIO XEDC, S.A. DE C.V.",XHDC,FM,104.5,25000,Cambio de frecuencia de la estación XEDC-AM,,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)**,"RADIO SAN MARCOS, S.A. DE C.V.",XHERO,FM,98.9,25000,04/07/04,03/07/16,215251,1021746,1885,
AGUASCALIENTES,AGS.,(P),"INSTITUTO MENDEL, A.C.",XHMR,FM,103.7,2790,04/09/78,N.D.,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)**,"RADIO LIBERTAD, S.A. DE C.V.",XHPLA,FM,91.3,25000,13/01/09,12/01/19,215251,1021746,1885,
AGUASCALIENTES,AGS.,(P),GOBIERNO DEL ESTADO DE AGUASCALIENTES,XHRTA,FM,92.7,65000,17/11/10,16/11/22,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C),"ENERGÍA DIGITAL F.M., S.A. DE C.V.",XHUNO,FM,101.7,58803,27/05/08,26/05/20,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)**,"SOLASOL, S.A. DE C.V.",XHUVA,FM,90.5,25000,21/09/04,20/09/16,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C),"SÚPER FM, S.A. DE C.V.",XHUZ,FM,105.3,58803,11/04/13,10/04/25,215251,1021746,1885,
AGUASCALIENTES,AGS.,(P),UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES,XHUAA,FM,94.5,25000,04/11/12,03/11/24,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C),"RADIO Y PUBLICIDAD DE AGUASCALIENTES, S.A. DE C.V.",XHYZ,FM,107.7,25000,Es frecuencia adicional de la XEYZ-AM.,,215251,1021746,1885,
AGUASCALIENTES,AGS.,(C)**,"COSMORRADIAL, S.A. DE C.V.",XHLTZ,FM,106.1,25000,30/04/13,29/04/25,215251,1021746,1885,
CALVILLO,AGS.,(C),JOSEFINA REYES SAHAGÚN,XHEY,FM,102.9,25000,Cambio de frecuencia de la estación XEEY-AM,,215049,1024307,1640,
JESÚS MARÍA,AGS.,(P)*,GOBIERNO DEL ESTADO DE AGUASCALIENTES,XHNM,FM,98.1,15000,Cambio de frecuencia de la estación XENM-AM,,215740,1022036,1880,
CALVILLO,AGS.,(P),"COMUNICACIÓN INTEGRAL PARA LA FAMILIA, A.C.",XHCIF,FM,107.3,2950,19/12/12,18/12/24,215049,1024307,1640,
CD. MORELOS,B.C.,(C)**,"RADIO Y PRODUCCIÓN DE CALIDAD, S.A. DE C.V.",XHDY,FM,107.1,25000,03/07/04,02/07/16,323756,1145103,17,
ENSENADA,B.C.,(C),"STEREOREY MÉXICO, S.A.",XHADA,FM,106.9,6000,27/08/06,26/08/18,315128,1163621,16,
ENSENADA,B.C.,(C),"RADIO INTEGRAL, S.A. DE C.V.",XHAT,FM,101.1,3320,16/02/09,15/02/21,315128,1163621,16,
ENSENADA,B.C.,(C)**,"RADIO ENSENADA, S.A.",XHDX,FM,100.3,6000,04/07/04,03/07/16,315128,1163621,16,
ENSENADA,B.C.,(C)**,"RADIO INTEGRAL, S.A. DE C.V.",XHEBC,FM,97.9,6000,11/11/04,10/11/16,315128,1163621,16,
ENSENADA,B.C.,(C),"STEREOREY MÉXICO, S.A.",XHENA,FM,103.3,8800,16/02/09,15/02/21,315128,1163621,16,
ENSENADA,B.C.,(C)**,"GLORIA HERMINIA ENCISO POWER, GLORIA HERMINIA, MARICEL, JOSÉ ENRIQUE, MARCIA, CLAUDIA BEATRIZ Y LAURA ELENA, TODOS DE APELLIDOS JIMÉNEZ ENCISO",XHEPF,FM,89.1,6000,04/07/04,03/07/16,315128,1163621,16,
ENSENADA,B.C.,(C)**,GLORIA HERMINIA ENCISO POWER,XHHC,FM,92.1,6000,04/07/04,03/07/16,315128,1163621,16,
ENSENADA,B.C.,(P),UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,XHUAC,FM,95.5,3000,13/03/87,N.D.,315128,1163621,16,
ENSENADA (C. LA BUFADORA),B.C.,(C),"GRUPO UZIVRA, S.A. DE C.V.",XHFZO,FM,92.9,15000,18/08/09,17/08/21,315124,1163628,19,
MEXICALI,B.C.,(C),"RADIO PROMOTORA DE MEXICALI, S.A.",XEWV,FM,106.7,2020,04/07/04,03/07/16,323948,1152804,8,
MEXICALI,B.C.,(P),UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,XHBA,FM,104.1,100000,26/10/78,N.D.,323948,1152804,8,
MEXICALI,B.C.,(C),"IMAGEN MONTERREY, S.A. DE C.V.",XHCMS,FM,105.5,15000,16/02/09,15/02/21,323948,1152804,8,
MEXICALI,B.C.,(C),"STEREOREY MÉXICO, S.A.",XHJC,FM,91.5,14568,31/01/10,30/01/20,323948,1152804,8,
MEXICALI,B.C.,(C),"RADIODIFUSORA XHMC, S.A. DE C.V.",XHMC,FM,104.9,10030,10/11/02,09/11/14,323948,1152804,8,
MEXICALI,B.C.,(C),"EFEMMEX, S.A. DE C.V.",XHMMF,FM,92.3,21900,12/02/10,11/02/20,323948,1152804,8,
MEXICALI,B.C.,(C),"RADIOTELEVISORA DE MEXICALI, S.A. DE C.V.",XHMOE,FM,90.7,100000,24/08/08,23/08/20,323948,1152804,8,
MEXICALI,B.C.,(C),"RADIO Y TELEVISIÓN INTERNACIONAL, S.A. DE C.V.",XHMUG,FM,96.9,50000,30/03/09,29/03/21,323948,1152804,8,
MEXICALI,B.C.,(C),"STEREOREY MÉXICO, S.A.  ",XHPF,FM,101.9,14118,24/02/06,23/02/18,323948,1152804,8,
MEXICALI,B.C.,(C),"FRECUENCIAS ESPECIALES, S.A.",XHSOL,FM,89.9,13000,04/05/10,03/05/20,323948,1152804,8,
MEXICALI,B.C.,(C),"XESU, S.A.",XHSU,FM,105.9,3000,Es Frecuencia adicional de la XESU-AM,,323948,1152804,8,
MEXICALI,B.C.,(C),"STEREOREY MÉXICO, S.A.",XHVG,FM,103.3,14118,10/12/12,09/12/24,323948,1152804,8,
RUMOROSA,B.C.,(C),"SISTEMAS DE COMUNICACIÓN BAJACALIFORNIANA, S.A. DE C.V.",XHMIX,FM,98.3,30000,23/11/04,22/11/16,323948,1152804,8,
SAN FELIPE,B.C.,(C),HUMBERTO ARECHIGA ESPINOZA,XHSFP,FM,93.9,3000,23/03/10,22/03/20,310151,1145004,18,
TECATE,B.C.,(C),"RADIO TRIUNFOS, S.A. DE C.V.",XHHIT,FM,95.3,12000,07/11/03,06/11/15,323420,1163825,541,
TECATE,B.C.,(C)**,"RADIO CUCHUMA, S.A.",XHKT,FM,88.5,1000,04/07/04,03/07/16,323420,1163825,541,
TECATE (C. BOLA),B.C.,(C),"MEDIA SPORTS DE MÉXICO, S.A. DE C.V.",XHPRS,FM,105.7,8200,16/11/03,15/11/15,321852,1163953,18,
TIJUANA,B.C.,(C),"COMUNICACIÓN XERSA, S.A. DE C.V.",XETRA,FM,91.1,100000,04/07/04,03/07/16,323205,1170237,31,
TIJUANA,B.C.,(C),"BROADCASTING BAJA CALIFORNIA, S.A. DE C.V.",XHA,FM,94.5,20000,21/07/09,20/07/19,323205,1170237,31,
TIJUANA,B.C.,(C),"STEREOREY MÉXICO, S.A.",XHGLX,FM,91.7,23700,06/07/05,05/07/17,323205,1170237,31,
TIJUANA,B.C.,(C),"RADIODIFUSORA XHFG, S.A. DE C.V.",XHFG,FM,107.3,20600,25/09/09,24/09/19,323205,1170237,31,
TIJUANA,B.C.,(C)," FRECUENCIA MODULADA DEL NOROESTE, S.A.",XHOCL,FM,99.3,25000,06/06/05,05/06/17,323205,1170237,31,
TIJUANA,B.C.,(P),INSTITUTO TECNOLÓGICO DE TIJUANA,XHITT,FM,88.7,1150,30/09/86,N.D.,323205,1170237,31,
TIJUANA,B.C.,(C),"COMUNICACIÓN XERSA, S.A. DE C.V.",XHITZ,FM,90.3,100000,12/11/03,11/11/15,323205,1170237,31,
TIJUANA,B.C.,(P),MARTHA MARGARITA BARBA DE LA TORRE,XHLNC,FM,104.9,7500,25/01/05,R,323205,1170237,31,
TIJUANA,B.C.,(C),"ADMINISTRADORA ARCÁNGEL, S.A. DE C.V.",XHLTN,FM,104.5,57290,10/12/12,09/12/24,323205,1170237,31,
TIJUANA,B.C.,(C),"RADIO SENSACIÓN DE TIJUANA, S.A.",XHMORE,FM,98.9,50000,09/09/07,08/09/19,323205,1170237,31,
TIJUANA,B.C.,(C),"COMUNICACIÓN XERSA, S.A. DE C.V.",XHRM,FM,92.5,100000,19/01/07,18/01/19,323205,1170237,31,
TIJUANA,B.C.,(C),"GRUPO IMPULSOR DE MEDIOS, S.A. DE C.V. ",XHRST,FM,107.7,10000,06/10/04,05/10/16,323205,1170237,31,
TIJUANA,B.C.,(C),"STEREOREY MÉXICO, S.A.",XHTIM,FM,90.7,11500,18/08/03,17/08/15,323205,1170237,31,
TIJUANA,B.C.,(P),INSTITUTO MEXICANO DE LA RADIO,XHUAN,FM,102.5,32790,14/04/11,13/04/23,323205,1170237,31,
TIJUANA ,B.C.,(C),"TIJUANA FM, S.A. DE C.V.",XHTY,FM,99.7,30000,07/11/04,06/11/16,323205,1170237,31,
BAHÍA ASUNCIÓN,B.C.S.,(C),HUMBERTO ESPINOZA PIEDRÍN,XHANS,FM,92.5,1712,26/02/06,25/02/18,270825,1141745,8,
BAHÍA ASUNCIÓN,B.C.S.,(C),BERTHA JOSEFA CESARIA COTA AGUILAR,XHBAC,FM,95.7,25000,Cambio de frecuencia de la estación XEBAC-AM,,270825,1141745,8,
BAHÍA DE TORTUGAS,B.C.S.,(C),RODOLFO ROMEO HERNÁNDEZ Y ESPINOZA,XHBTA,FM,92.9,3000,26/02/06,25/02/18,274159,1145359,154,
BAHÍA DE TORTUGAS,B.C.S.,(P),GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHHIA,FM,99.1,1090,11/11/11,31/10/23,274159,1145359,154,
BAHÍA DE TORTUGAS,B.C.S.,(C)**,CANDELARIO SERNA GURROLA,XHBTS,FM,96.5,25000,08/05/05,07/05/17,274159,1145359,154,
CABO SAN LUCAS,B.C.S.,(P)*,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHLUC,FM,99.1,4820,01/11/11,31/10/23,225244,1095521,18,
CD. CONSTITUCIÓN,B.C.S.,(C)**,MARÍA GUADALUPE ESPINOZA PIEDRÍN,XHVSD,FM,97.5,25000,19/01/13,18/01/25,275800,1140159,19,
CD. CONSTITUCIÓN,B.C.S.,(P)*,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHCON,FM,99.1,2190,01/11/11,31/10/23,250156,1113901,17,
GUERRERO NEGRO,B.C.S.,(C),JESÚS MAYORAL LÓPEZ,XHGNB,FM,94.1,3000,24/03/02,23/03/14,275802,1140156,17,
GUERRERO NEGRO,B.C.S.,(C),MARÍA TERESA ARECHIGA ESPINOZA,XHGNS,FM,90.1,1964,27/09/08,26/09/20,275802,1140156,17,
GUERRERO NEGRO,B.C.S.,(P)*,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHNEG,FM,99.1,1090,01/11/11,31/10/23,275802,1140156,17,
LA PAZ,B.C.S.,(C)**,"MENSAJES MUSICALES, S.A.",XHELPZ,FM,92.7,25000,30/11/04,29/11/16,240832,1101839,27,
LA PAZ,B.C.S.,(C)**,"RADIO CELEBRIDAD, S.A.",XHPAB,FM,98.3,25000,09/10/06,08/10/18,240832,1101839,27,
LA PAZ,B.C.S.,(P)*,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHEBCS,FM,99.9,9920,Cambio de frecuencia de la estación XEBCS-AM,,240832,1101839,27,
LA PAZ,B.C.S.,(C),RAÚL ARECHIGA ESPINOZA,XHHZ,FM,105.5,25000,Cambio de frecuencia de la estación XEHZ-AM,,240832,1101839,27,
LA PAZ,B.C.S.,(C),"FORMULA RADIOFÓNICA, S.A. DE C.V.",XHNT,FM,97.5,25000,Cambio de frecuencia de la estación XENT-AM,,240832,1101839,27,
LA PAZ,B.C.S.,(C),JOSÉ MARÍA ESPINOZA PIEDRÍN,XHPAL,FM,95.9,9800,26/02/06,25/02/18,240832,1101839,27,
LA PAZ,B.C.S.,(C),RAÚL ARECHIGA ESPINOZA,XHPAZ,FM,96.7,9770,05/03/10,04/03/20,240832,1101839,27,
LA PAZ,B.C.S.,(C),"RADIO LA PAZ, S. A.",XHW,FM,90.1,9800,19/06/10,18/06/20,240832,1101839,27,
LA PAZ,B.C.S.,(C),MARÍA REGINA DE LA PEZA BERRIOS,XHZPL,FM,100.7,3000,26/02/06,25/02/18,240832,1101839,27,
LA PAZ,B.C.S.,(P)*,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHBCP,FM,99.1,4820,01/11/11,31/10/23,240832,1101839,27,
LORETO,B.C.S.,(C),ROBERTO LORETO COTA ARAIZA,XHLBC,FM,95.7,25000,Cambio de frecuencia de la estación XELBC-AM,,260046,1112036,3,
LORETO,B.C.S.,(P)*,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHLOR,FM,99.1,1090,01/11/11,31/10/23,260046,1112036,3,
MULEGÉ,B.C.S.,(C),DAVID MEZA CARLÓN,XHEPAS,FM,94.9,25000,Cambio de frecuencia de la estación XEPAS-AM,,272020,1121601,18,
MULEGÉ,B.C.S.,(C),ALICIA CARLÓN TOLEDO,XHPAS,FM,91.7,3000,27/02/06,26/02/18,272020,1121601,18,
SAN JOSÉ DEL CABO,B.C.S.,(C),RAÚL ANTONIO ARECHIGA ESPINOZA,XHESJC,FM,93.1,25000,Cambio de frecuencia de la estación XESJC-AM,,230341,1094229,45,
SAN JOSÉ DEL CABO,B.C.S.,(C),"CABO MIL, S.A. DE C.V.",XHSJS,FM,96.3,14440,21/08/04,20/08/16,230341,1094229,45,
SANTA ROSALÍA,B.C.S.,(C),ANTONIO RIGOBERTO ESPINOZA PIEDRÍN,XHRLA,FM,95.7,25000,Cambio de frecuencia de la estación XERLA-AM,,272020,1121601,18,
SANTA ROSALÍA,B.C.S.,(C)**,MARÍA GUADALUPE ESPINOZA PIEDRÍN,XHESR,FM,91.7,25000,26/02/10,25/02/20,272020,1121601,18,
SANTA ROSALÍA,B.C.S., (P)*,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA SUR,XHSRB,FM,99.1,2190,01/11/11,31/10/23,272020,1121601,18,
CD- DEL CARMEN,CAMP.,(P),UNIVERSIDAD AUTÓNOMA DEL CARMEN,XHUACC,FM,88.9,10000,03/02/06,R,183818,915007,10,
CD. DEL CARMEN,CAMP.,(C),ARACELY DEL CARMEN ESCALANTE JASSO,XHBCC,FM,100.5,10000,Es Frecuencia adicional de la XEBCC-AM,,183818,915007,10,
CD. DEL CARMEN,CAMP.,(C),"PROMOTORA DE RADIO XHCMN-FM, S.A. DE C.V.",XHCMN,FM,98.9,30000,27/08/06,26/08/18,183818,915007,10,
CD. DEL CARMEN,CAMP.,(C),"RADIO CARMEN, S. DE R.L.",XHIT,FM,99.7,3000,Es Frecuencia adicional de la XEIT-AM,,183818,915007,10,
CD. DEL CARMEN,CAMP.,(C),"XEMAB-AM, S.A. DE C.V.",XHMAB,FM,101.3,25000,Cambio de frecuencia de la estación XEMAB-AM,,183818,915007,10,
CHAMPOTÓN,CAMP.,(C)**,"RADIO COMERCIAL DE CAMPECHE, S.A.",XHESE,FM,96.7,6000,17/10/10,16/10/20,192120,904324,10,
FRANCISCO ESCÁRCEGA,CAMP.,(C)**,ALBERTO ARCEO CORCUERA,XHESC,FM,103.9,6000,28/06/10,27/06/20,183658,904307,17,
PALIZADA,CAMP.,(C)**,"RADIO PALIZADA, S.A.",XHTH,FM,106.5,6000,03/07/04,02/07/16,181513,920519,1,
SAN FRANCISCO DE CAMPECHE,CAMP.,(C)**,"RADIORAMA DEL SURESTE, S.A.",XHAC,FM,102.7,25000,04/07/04,03/07/16,195045,903212,3,
SAN FRANCISCO DE CAMPECHE,CAMP.,(C),"RADIO CAMPECHE, S.A. DE C.V.",XHCAM,FM,101.9,10000,Es Frecuencia adicional de la XECAM-AM,,195045,903212,3,
SAN FRANCISCO DE CAMPECHE,CAMP.,(P),UNIVERSIDAD AUTÓNOMA DE CAMPECHE,XHCUA,FM,90.9,2670,19/12/12,18/12/24,195045,903212,3,
SAN FRANCISCO DE CAMPECHE,CAMP.,(P)**,INSTITUTO CAMPECHANO,XHIC,FM,92.5,25000,26/08/10,25/08/22,195045,903212,3,
SAN FRANCISCO DE CAMPECHE,CAMP.,(C),"RADIO AMIGA, S.A.",XHMI,FM,100.3,40000,26/07/08,25/07/20,195045,903212,3,
SAN FRANCISCO DE CAMPECHE,CAMP.,(C)**,"COMPAÑÍA CAMPECHANA DE RADIO, S.A.",XHRAC,FM,97.3,25000,04/07/04,03/07/16,195045,903212,3,
ARTEAGA,COAH.,(C),"ADMINISTRADORA ARCÁNGEL, S.A. DE C.V.",XHDE,FM,105.7,25000,Cambio de frecuencia de la estación XEDE-AM,,252643,1005048,1680,
BARROTERAN,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHBTC,FM,94.3,100,29/11/10,28/11/22,274115,1011807,429,
CANDELA,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHELA,FM,99.9,100,29/11/10,28/11/22,265025,1003950,422,
CASTAÑOS,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHCST,FM,102.3,100,29/11/10,28/11/22,264707,1012550,747,
CD. ACUÑA,COAH.,(C),"NOVA TELERADIO, S.A. DE C.V.",XHDH,FM,91.5,6000,Cambio de frecuencia de la estación XEDH-AM,,291927,1005554,271,
CD. ACUÑA,COAH.,(C),"RADIO MILLENIUM, S.A. DE C.V.",XHCDU,FM,92.9,3000,30/11/04,29/11/16,291927,1005554,271,
CD. ACUÑA,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHGEC,FM,102.3,3000,29/11/10,28/11/22,291927,1005554,271,
CD. ACUÑA,COAH.,(C),"LA GRANDE DE COAHUILA, S.A. DE C.V.",XHHAC,FM,100.7,6000,17/11/03,16/11/15,291927,1005554,271,
CD. ACUÑA,COAH.,(C),GUILLERMO GARZA CASTILLO,XHPL,FM,99.7,3000,05/06/05,04/06/17,291927,1005554,271,
CD. ACUÑA,COAH.,(C)**,"RADIODIFUSORA XEKD, S.A.",XHKD,FM,103.1,6000,03/07/04,02/07/16,291927,1005554,271,
CD. ACUÑA,COAH.,(C)**,ELIDA TREVIÑO GONZÁLEZ,XHRCG,FM,105.1,6000,04/07/04,03/07/16,291927,1005554,271,
CD. ACUÑA,COAH.,(C),INSTITUTO MEXICANO DE LA RADIO,XHRF,FM,103.9,4000,Cambio de frecuencia de la estación XERF-AM,,291927,1005554,271,
CD. ACUÑA,COAH.,(C),ROBERTO CASIMIRO GONZÁLEZ TREVIÑO,XHRG,FM,95.5,3520,23/04/00,R,291927,1005554,271,
CD. ALLENDE,COAH.,(C)**,"JOSUÉ RODRIGO, JOSÉ LUIS Y ROSARIO DEL CARMEN MORENO AGUIRRE",XHVD,FM,93.9,6000,10/11/06,09/11/16,282050,1005115,378,
CUATROCIENEGAS,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHGAS,FM,102.7,100,29/11/10,28/11/22,265909,1020400,740,
FRANCISCO I. MADERO,COAH.,(C)**,"RADIODIFUSORA XEYD-AM, S.A. DE C.V.",XHYD,FM,105.1,6000,23/11/13,22/11/25,254630,1031623,1110,
FRONTERA,COAH.,(C),"RADIO ESTELAR 920, S.A. DE C.V.",XHGIK,FM,106.3,5450,Cambio de frecuencia de la estación XEGIK-AM,,254142,1025634,1100,
FRONTERA,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHONT,FM,93.9,3000,29/11/10,28/11/22,254142,1025634,1100,
FRONTERA,COAH.,(C)**,FRANCISCO EVERARDO ELIZONDO CEDILLO,XHXU,FM,94.7,25000,06/12/07,05/12/19,254142,1025634,1100,
HÉRCULES,COAH.,(P),"ASOCIACIÓN AMIGA, A.C.",XHHCC,FM,97.3,50,31/10/12,30/10/24,280235,1034728,1340,
LA LOMA,COAH.,(C)**,"ORGANIZACIÓN RADIOFÓNICA DEL NORTE, S.A. DE C.V.",XHEPQ,FM,106.7,15000,03/07/04,02/07/16,253916,1031537,1120,
MATAMOROS,COAH.,(C)**,"PUBLICIDAD RADIOFÓNICA DE LA LAGUNA, S.A. DE C.V.",XHETOR,FM,107.5,25000,04/07/04,03/07/16,253140,1031341,1120,
MELCHOR MUZQUIZ,COAH.,(C),"LA GRANDE DE COAHUILA, S.A. DE C.V.",XHMZI,FM,91.1,49770,30/11/04,29/11/16,275239,1013052,487,
MELCHOR MUZQUIZ,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHUIZ,FM,102.9,1000,29/11/10,28/11/22,275239,1013052,487,
MONCLOVA,COAH.,(C),"RADIO MEDIOS DE COAHUILA, S.A. DE C.V.",XHCCG,FM,104.1,5000,11/11/06,10/11/18,265403,1012500,609,
MONCLOVA,COAH.,(C)**,"MULTIGRABACIONES DEL NORTE, S.A. DE C.V.",XHMDA,FM,104.9,25000,26/03/07,25/03/19,265403,1012500,609,
MONCLOVA,COAH.,(C),MULTIMEDIOS RADIO S.A. DE C.V.,XHCLO,FM,107.1,50000,14/03/07,13/03/19,265403,1012500,609,
MONCLOVA,COAH.,(C)**,"RADIODIFUSORA DE MONCLOVA, S.A.",XHEMF,FM,96.3,10000,03/07/04,02/07/16,265403,1012500,609,
MONCLOVA,COAH.,(P)*,"PATRONATO CULTURAL MONCLOVA, A.C.",XHPU,FM,97.1,25000,Cambio de frecuencia de la estación XEPU-AM,,265403,1012500,609,
MONCLOVA,COAH.,(P),MELCHOR SÁNCHEZ DOVALINA,XHFRC,FM,98.7,7480,19/07/11,18/07/23,265403,1012500,609,
MONCLOVA,COAH.,(C),"RADIO MEDIOS DE MONCLOVA, S.A. DE C.V.",XHMS,FM,99.5,1900,04/07/04,03/07/16,265403,1012500,609,
MONCLOVA,COAH.,(C),RAÚL EDUARDO MARTÍNEZ RAMÓN  ,XHTF,FM,100.3,5896,17/02/09,16/02/19,265403,1012500,609,
MONCLOVA,COAH.,(C),"RADIO XEMF, S.A. DE C.V.",XHWGR,FM,101.1,2397,Es Frecuencia adicional de la XEWGR-AM,,265403,1012500,609,
MONCLOVA,COAH.,(C)**,"RADIO TRIUNFADORA DE COAHUILA, S.A. DE C.V.",XHWQ,FM,103.1,25000,04/07/04,03/07/16,265403,1012500,609,
NUEVA ROSITA,COAH.,(C)**,DANIEL BOONE MENCHACA,XHENR,FM,89.1,25000,03/07/03,02/07/15,275610,1011337,385,
NUEVA ROSITA,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHNRC,FM,93.1,3000,29/11/10,28/11/22,275610,1011337,385,
NUEVA ROSITA,COAH.,(C)**,"RADIOTELEVISIÓN NORTEÑA, S.A. DE C.V.",XHYJ,FM,105.1,25000,04/07/04,03/07/16,275610,1011337,385,
OCAMPO,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHMPO,FM,101.1,100,29/11/10,28/11/22,271850,1022350,1116,
PARRAS,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHPCH,FM,103.5,100,29/11/10,28/11/22,252613,1021101,1533,
PARRAS DE LA FUENTE,COAH.,(C)**,"RADIO DIFUSIÓN COMERCIAL, S.A.",XHJQ,FM,89.9,6000,03/07/04,02/07/16,252613,1021101,1533,
PIEDRAS NEGRAS,COAH.,(C)**,"XECPN-AM, S.A. DE C.V.",XHCPN,FM,101.7,3000,14/11/03,13/11/15,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C)**,"XEIK, S.A. DE C.V.",XHIK,FM,96.7,3000,30/06/13,29/06/25,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C)**,"RADIO POPULAR FRONTERIZA, S.A.",XHMJ,FM,97.9,3000,12/06/06,11/06/18,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C)**,CLAUDIO MARIO BRES MEDINA,XHEMU,FM,103.7,3000,11/03/10,10/03/20,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHNPC,FM,102.5,1000,29/11/10,28/11/22,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C),"RADIO ZÓCALO, S.A. DE C.V.",XHPC,FM,107.9,10000,18/04/13,17/04/25,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C),"RADIO FRONTERA DE COAHUILA, S.A. DE C.V.",XHPNS,FM,107.1,3000,30/11/04,29/11/16,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C),"XHPSP-FM, S.A. DE C.V.",XHPSP,FM,106.3,14617,04/10/04,03/10/16,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C),"SÚPER MEDIOS DE COAHUILA, S.A. DE C.V.",XHRE,FM,105.5,26770,24/03/01,R,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C),"IMPULSORA RADIAL DEL NORTE, S.A. DE C.V.",XHSG,FM,99.9,21690,28/10/10,27/10/20,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C),"SÚPER MEDIOS DE COAHUILA, S.A. DE C.V.",XHSL,FM,99.1,3000,11/08/10,10/08/20,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C),"XHTA, S.A. DE C.V.",XHTA,FM,94.5,3000,15/10/10,14/10/20,284200,1003123,223,
PIEDRAS NEGRAS,COAH.,(C)**,"EMISORA DEL NORTE, S.A. DE C.V.",XHVM,FM,100.9,3000,24/07/04,23/07/16,284200,1003123,223,
SABINAS,COAH.,(C)**,"RADIODIFUSORAS COAHUILA, S.A. ",XHBX,FM,105.9,25000,22/08/06,21/08/18,275054,1010712,331,
SABINAS,COAH.,(C),"ORGANIZACIÓN RADIOFÓNICA DEL NORTE, S.A. DE C.V.",XHEC,FM,91.9,100000,14/10/10,13/10/20,275054,1010712,331,
SABINAS,COAH.,(C)**,"RADIO DIVERTIDA XESC, S.A. DE C.V.",XHESCC,FM,97.7,25000,22/04/05,21/04/17,275054,1010712,331,
SALTILLO,COAH.,(P),ARMANDO SERGIO FUENTES AGUIRRE,XHAAL,FM,97.7,2850,19/12/12,18/12/24,252600,1010000,1560,
